__atable_index,file_path,corpus,size_bytes,sha256,bytes_per_sample,float,signed,big_endian,dtype,type_name,samples,width,height,component_count,sample_min,sample_max,dynamic_range_bits,entropy_1B_bps,entropy_2B_bps,entropy_4B_bps,row_created,row_updated
"('data/D1/1_1_0001_s32be-1x2463x2527.raw',)",data/D1/1_1_0001_s32be-1x2463x2527.raw,D1,24896004,663b1f6b4d0d957095786de6dfdd0ee4ff5cf984522d68fbbf753b9062ac728b,4,False,True,True,>i4,s32be,6224001,2527,2463,1,-2,245349,19,2.2313019428363567,3.5014604179844273,4.964382889640395,2024-12-15T17:26:58.724978,2024-12-15T17:26:58.726030
